Unnamed: 0,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
27767,Australia,England,Melbourne,114,21,5,6.909090909090909,36.0,147
16630,Pakistan,Sri Lanka,Johannesburg,145,25,6,9.157894736842104,62.0,189
17825,India,Australia,Durban,40,75,9,5.333333333333333,31.0,188
12168,England,Pakistan,Manchester,121,31,5,8.157303370786517,46.0,131
3520,Afghanistan,West Indies,St Kitts,66,48,7,5.5,14.0,146
12974,Bangladesh,Pakistan,Lahore,41,73,7,5.23404255319149,24.0,136
20386,South Africa,New Zealand,London,122,6,3,6.421052631578948,41.0,128
34423,West Indies,Australia,Barbados,67,82,10,10.578947368421051,48.0,160
562,South Africa,New Zealand,Auckland,102,55,9,9.415384615384616,46.0,185
42890,Australia,South Africa,Adelaide,51,70,7,6.12,20.0,144
11799,England,Australia,Southampton,115,32,5,7.840909090909091,41.0,162
15480,West Indies,South Africa,Johannesburg,120,52,10,10.588235294117649,52.0,205
38764,New Zealand,Bangladesh,Mirpur,80,67,9,9.056603773584904,32.0,204
35675,England,New Zealand,Auckland,90,71,8,11.020408163265309,65.0,214
16966,Sri Lanka,Bangladesh,Johannesburg,64,57,7,6.095238095238095,26.0,147
32822,West Indies,Sri Lanka,Pallekele,98,18,6,5.764705882352941,35.0,129
26849,Pakistan,New Zealand,Dubai,63,69,8,7.411764705882353,45.0,161
13391,West Indies,New Zealand,Auckland,139,41,5,10.556962025316457,52.0,180
20426,Sri Lanka,West Indies,Nottingham,51,88,10,9.5625,49.0,192
47336,South Africa,England,Mumbai,180,20,6,10.8,46.0,229
22420,India,New Zealand,Christchurch,64,67,5,7.245283018867925,24.0,162
8899,New Zealand,Pakistan,Dubai,75,51,7,6.521739130434782,22.0,153
22824,South Africa,England,Centurion,171,40,9,12.825,63.0,241
25974,Sri Lanka,England,St Lucia,30,90,7,6.0,26.0,128
647,South Africa,England,Southampton,33,91,7,6.827586206896552,33.0,142
15768,England,Australia,Cape Town,128,15,4,7.314285714285714,33.0,135
13242,Australia,India,Sydney,86,56,8,8.0625,39.0,186
2852,Bangladesh,Sri Lanka,Colombo,141,10,4,7.69090909090909,44.0,155
15848,India,Pakistan,Durban,67,57,6,6.380952380952381,37.0,141
36906,India,Pakistan,Bangalore,108,27,6,6.967741935483871,31.0,133
5965,Sri Lanka,India,Colombo,129,23,4,7.979381443298969,18.0,152
34847,West Indies,New Zealand,Lauderhill,106,39,8,7.851851851851852,35.0,177
47039,Pakistan,Bangladesh,Kolkata,81,68,9,9.346153846153848,44.0,201
12490,Sri Lanka,Pakistan,Lahore,84,60,9,8.4,34.0,165
37393,Australia,England,Sydney,122,38,7,8.926829268292684,54.0,195
39635,South Africa,New Zealand,Chittagong,67,53,7,6.0,27.0,170
44479,South Africa,Australia,Johannesburg,60,85,9,10.285714285714286,52.0,204
33691,Sri Lanka,Pakistan,Colombo,115,15,8,6.571428571428571,31.0,139
14255,South Africa,New Zealand,Johannesburg,102,43,7,7.9480519480519485,25.0,133
39368,Pakistan,Australia,Mirpur,70,65,8,7.636363636363637,45.0,191
6903,Sri Lanka,South Africa,Cape Town,74,50,6,6.342857142857143,28.0,134
5706,Bangladesh,India,Colombo,110,25,5,6.947368421052632,36.0,139
49038,Sri Lanka,South Africa,Delhi,97,29,3,6.395604395604396,19.0,120
30400,West Indies,England,London,43,91,10,8.89655172413793,43.0,125
40473,India,Australia,Mirpur,35,91,9,7.241379310344827,35.0,159
26517,New Zealand,Australia,Wellington,88,33,6,6.068965517241379,43.0,118
20079,England,Pakistan,London,88,65,8,9.6,41.0,185
18240,New Zealand,England,Manchester,100,14,3,5.660377358490566,28.0,123
21656,Pakistan,South Africa,Nottingham,39,91,8,8.068965517241379,39.0,149
42093,Pakistan,Australia,Dubai,31,88,7,5.8125,29.0,96
12991,Bangladesh,Pakistan,Lahore,60,56,7,5.625,29.0,136
22070,India,New Zealand,Wellington,92,45,7,7.36,35.0,149
12637,Sri Lanka,Pakistan,Lahore,129,35,8,9.105882352941176,53.0,182
12115,England,Pakistan,Manchester,35,83,9,5.675675675675675,32.0,131
11505,West Indies,India,Lauderhill,34,77,5,4.744186046511628,16.0,95
5681,Bangladesh,India,Colombo,79,45,6,6.32,24.0,139
4325,England,India,Manchester,106,41,8,8.050632911392405,40.0,159
18745,England,New Zealand,Auckland,174,4,2,9.0,53.0,184
14886,New Zealand,Sri Lanka,Wellington,133,29,6,8.76923076923077,31.0,162
48887,Afghanistan,West Indies,Nagpur,53,56,6,4.96875,20.0,123
21543,South Africa,India,Nottingham,47,83,9,7.621621621621622,39.0,130
28686,India,England,Manchester,66,71,9,8.081632653061224,41.0,165
8266,New Zealand,Sri Lanka,Auckland,52,63,6,5.473684210526316,23.0,179
19583,Australia,New Zealand,Sydney,65,62,7,6.724137931034483,26.0,150
44291,Sri Lanka,Pakistan,Colombo,113,29,5,7.450549450549451,43.0,172
32765,West Indies,Sri Lanka,Pallekele,38,75,8,5.066666666666666,30.0,129
16501,South Africa,England,Cape Town,95,28,4,6.195652173913044,22.0,154
42520,England,New Zealand,Manchester,80,65,7,8.727272727272727,48.0,191
15701,England,Australia,Cape Town,37,80,8,5.55,26.0,135
25012,New Zealand,Pakistan,Barbados,58,64,6,6.214285714285714,22.0,133
14610,South Africa,Australia,Johannesburg,83,59,9,8.163934426229508,41.0,201
13634,Pakistan,New Zealand,Auckland,68,45,5,5.44,32.0,153
19730,England,West Indies,Trinidad,96,40,5,7.2,31.0,121
33945,West Indies,Sri Lanka,Colombo,117,10,4,6.381818181818182,46.0,137
21946,Sri Lanka,Pakistan,London,68,46,5,5.513513513513513,28.0,138
11186,India,New Zealand,Hamilton,138,22,7,8.448979591836734,41.0,179
45293,England,Pakistan,Dubai,139,17,5,8.097087378640778,43.0,172
20260,Australia,Sri Lanka,Nottingham,135,10,3,7.363636363636363,49.0,159
27858,New Zealand,Sri Lanka,Lauderhill,60,51,7,5.217391304347826,25.0,120
31640,West Indies,Australia,Colombo,47,88,8,8.8125,41.0,191
9483,Pakistan,Australia,Sydney,44,78,8,6.285714285714286,33.0,107
34034,West Indies,England,Nottingham,77,42,7,5.923076923076923,39.0,172
19612,Australia,New Zealand,Sydney,103,33,7,7.103448275862069,39.0,150
39869,Sri Lanka,England,Chittagong,67,64,9,7.178571428571429,38.0,189
21444,Sri Lanka,New Zealand,Nottingham,80,60,8,8.0,37.0,158
20255,Australia,Sri Lanka,Nottingham,128,15,4,7.314285714285714,48.0,159
16451,South Africa,England,Cape Town,49,77,7,6.837209302325581,27.0,154
21621,South Africa,India,Nottingham,120,5,6,6.260869565217392,27.0,130
17563,India,South Africa,Durban,33,89,7,6.387096774193548,31.0,153
26910,Pakistan,New Zealand,Dubai,137,9,4,7.405405405405405,29.0,161
48318,Australia,Pakistan,Chandigarh,172,9,6,9.297297297297296,53.0,193
9683,South Africa,England,Centurion,60,90,10,12.0,60.0,222
47438,Pakistan,India,Kolkata,69,39,7,5.111111111111111,29.0,118
15444,West Indies,South Africa,Johannesburg,54,84,10,9.0,45.0,205
19691,England,West Indies,Trinidad,55,76,8,7.5,32.0,121
49600,Pakistan,India,Mirpur,35,81,7,5.384615384615385,30.0,83
39016,Afghanistan,Bangladesh,Mirpur,50,62,5,5.172413793103448,18.0,72
48803,Australia,India,Chandigarh,131,20,5,7.86,37.0,160
49268,India,West Indies,Mumbai,100,46,9,8.108108108108109,37.0,192
28956,West Indies,Pakistan,St Lucia,99,49,9,8.366197183098592,42.0,150
47302,South Africa,England,Mumbai,131,52,8,11.558823529411764,43.0,229
38817,New Zealand,Bangladesh,Mirpur,175,17,8,10.194174757281552,50.0,204
29057,India,West Indies,Trinidad,49,75,7,6.533333333333333,37.0,159
12465,Sri Lanka,Pakistan,Lahore,64,85,10,10.971428571428572,55.0,165
32418,South Africa,Pakistan,Colombo,52,54,7,4.727272727272728,24.0,133
286,New Zealand,Bangladesh,Mount Maunganui,49,84,7,8.166666666666666,40.0,195
32703,New Zealand,England,Pallekele,112,16,5,6.461538461538462,44.0,148
21310,England,West Indies,London,70,69,8,8.235294117647058,45.0,161
11574,West Indies,India,Lauderhill,88,9,2,4.756756756756757,24.0,95
48166,India,Bangladesh,Bangalore,95,38,7,6.951219512195122,43.0,146
18169,New Zealand,England,Manchester,33,85,8,5.6571428571428575,32.0,123
42706,England,Australia,Cardiff,173,7,6,9.1858407079646,53.0,182
5388,Sri Lanka,India,Mumbai,37,84,7,6.166666666666667,31.0,135
24304,South Africa,Afghanistan,Barbados,105,25,5,6.631578947368421,27.0,139
43026,South Africa,Australia,Melbourne,51,58,7,4.935483870967742,22.0,101
6074,India,Bangladesh,Colombo,111,32,9,7.568181818181818,41.0,176
43787,New Zealand,South Africa,Durban,118,35,6,8.329411764705883,41.0,151
24948,Sri Lanka,West Indies,Barbados,191,2,8,9.71186440677966,59.0,195
35783,New Zealand,England,Hamilton,54,85,10,9.257142857142858,45.0,192
34662,West Indies,New Zealand,Lauderhill,32,89,9,6.193548387096774,26.0,209
14372,Sri Lanka,England,Southampton,101,49,6,8.535211267605634,33.0,163
18587,West Indies,South Africa,Johannesburg,70,39,6,5.185185185185185,28.0,131
1032,India,England,Bangalore,65,77,9,9.069767441860463,55.0,202
17136,New Zealand,South Africa,Durban,137,14,4,7.754716981132075,45.0,153
5007,India,South Africa,Johannesburg,60,90,8,12.0,54.0,203
21583,South Africa,India,Nottingham,80,43,8,6.233766233766234,24.0,130
44756,India,Australia,Adelaide,85,57,8,8.095238095238095,38.0,188
16870,Australia,Pakistan,Johannesburg,119,32,6,8.113636363636363,36.0,164
41994,South Africa,West Indies,Johannesburg,121,60,8,12.1,72.0,231
46486,South Africa,Sri Lanka,Centurion,106,66,6,11.77777777777778,53.0,126
49302,India,West Indies,Mumbai,157,13,8,8.80373831775701,48.0,192
16756,New Zealand,England,Durban,134,23,5,8.288659793814434,55.0,164
8421,Pakistan,Australia,Abu Dhabi,107,36,8,7.642857142857143,39.0,155
29081,India,West Indies,Trinidad,69,51,6,6.0,22.0,159
41541,Pakistan,South Africa,Cape Town,151,19,7,8.970297029702971,60.0,176
49855,Sri Lanka,India,Mirpur,51,59,7,5.016393442622951,25.0,138
50289,Australia,Sri Lanka,Pallekele,73,84,9,12.166666666666666,69.0,263
24757,Australia,India,Barbados,76,66,10,8.444444444444445,41.0,184
48680,England,Sri Lanka,Delhi,145,14,7,8.20754716981132,56.0,171
20753,Sri Lanka,Pakistan,London,131,20,6,7.86,40.0,150
10637,New Zealand,England,Christchurch,132,15,6,7.542857142857143,42.0,153
36722,West Indies,Bangladesh,Mirpur,43,86,8,7.588235294117647,41.0,197
29197,South Africa,Australia,Cape Town,58,62,8,6.0,33.0,146
8448,Pakistan,Australia,Abu Dhabi,134,9,2,7.243243243243243,29.0,155
22578,Sri Lanka,India,Colombo,119,33,7,8.206896551724139,42.0,171
16219,New Zealand,India,Johannesburg,86,55,8,7.938461538461539,38.0,190
32914,South Africa,Australia,Colombo,73,48,6,6.083333333333333,31.0,146
36081,Australia,Pakistan,Dubai,69,32,5,4.704545454545454,18.0,89
19326,South Africa,Australia,Centurion,53,73,8,6.76595744680851,31.0,156
48483,New Zealand,Bangladesh,Kolkata,35,87,9,6.363636363636363,34.0,145
3051,Pakistan,West Indies,Trinidad,79,57,8,7.523809523809524,39.0,137
23821,Afghanistan,India,St Lucia,97,19,6,5.762376237623762,39.0,115
9262,Australia,Sri Lanka,Adelaide,122,55,9,11.261538461538462,66.0,233
37648,England,West Indies,Barbados,116,26,6,7.404255319148936,52.0,152
36915,India,Pakistan,Bangalore,119,19,5,7.069306930693069,31.0,133
50455,Sri Lanka,Australia,Colombo,79,40,4,5.925,21.0,128
28916,West Indies,Pakistan,St Lucia,37,89,9,7.161290322580645,36.0,150
23147,Pakistan,Sri Lanka,Colombo,49,84,8,8.166666666666666,47.0,172
34078,West Indies,England,Nottingham,167,0,6,8.35,60.0,172
6276,Bangladesh,India,Colombo,46,77,7,6.418604651162791,24.0,166
12745,Sri Lanka,Pakistan,Lahore,82,52,6,7.235294117647059,34.0,147
49980,Pakistan,Bangladesh,Mirpur,34,57,6,3.238095238095238,15.0,129
17129,New Zealand,South Africa,Durban,131,21,5,7.9393939393939394,42.0,153
15830,India,Pakistan,Durban,41,75,6,5.466666666666667,31.0,141
31975,India,England,Colombo,164,3,7,8.41025641025641,52.0,170
3189,West Indies,Pakistan,Trinidad,73,42,5,5.615384615384615,21.0,124
24011,India,South Africa,St Lucia,42,73,8,5.361702127659575,28.0,186
15574,West Indies,Bangladesh,Johannesburg,33,85,9,5.6571428571428575,28.0,164
26274,Australia,England,Barbados,58,49,6,4.901408450704225,28.0,147
28307,Pakistan,New Zealand,Auckland,61,80,8,9.15,42.0,143
9563,England,South Africa,Durban,44,88,9,8.25,43.0,204
1217,West Indies,India,Lauderhill,215,18,7,12.647058823529411,46.0,245
24361,Australia,Bangladesh,Barbados,31,89,8,6.0,31.0,141
48555,New Zealand,Bangladesh,Kolkata,120,16,6,6.923076923076923,47.0,145
6288,Bangladesh,India,Colombo,64,65,7,6.9818181818181815,37.0,166
3686,Sri Lanka,India,Colombo,157,6,3,8.263157894736842,43.0,170
32228,New Zealand,Sri Lanka,Pallekele,172,2,4,8.745762711864407,39.0,174
46525,South Africa,Sri Lanka,Johannesburg,33,88,8,6.1875,33.0,113
50140,Sri Lanka,Pakistan,Mirpur,125,17,7,7.281553398058253,34.0,150
19223,Australia,South Africa,Johannesburg,76,52,5,6.705882352941177,35.0,166
31603,England,Afghanistan,Colombo,193,3,6,9.897435897435898,78.0,196
33878,West Indies,Sri Lanka,Colombo,19,76,8,2.590909090909091,18.0,137
5149,India,South Africa,Centurion,56,76,7,7.636363636363637,34.0,188
21926,Sri Lanka,Pakistan,London,47,65,6,5.127272727272727,19.0,138
30443,West Indies,England,London,72,48,8,6.0,17.0,125
34040,West Indies,England,Nottingham,93,36,7,6.642857142857143,44.0,172
47444,Pakistan,India,Kolkata,86,33,7,5.931034482758621,36.0,118
23903,Pakistan,Bangladesh,St Lucia,87,58,10,8.419354838709678,45.0,172
39031,Afghanistan,Bangladesh,Mirpur,59,47,4,4.849315068493151,21.0,72
20423,Sri Lanka,West Indies,Nottingham,43,91,10,8.89655172413793,42.0,192
45884,Pakistan,New Zealand,Auckland,95,41,7,7.215189873417722,37.0,171
5780,Sri Lanka,Bangladesh,Colombo,73,78,9,10.428571428571429,45.0,214
12590,Sri Lanka,Pakistan,Lahore,57,80,8,8.55,42.0,182
10161,South Africa,India,Chandigarh,141,2,5,7.169491525423729,33.0,149
14578,South Africa,Australia,Johannesburg,39,91,10,8.068965517241379,39.0,201
19373,South Africa,Australia,Centurion,108,27,6,6.967741935483871,37.0,156
21790,Sri Lanka,West Indies,London,48,79,10,7.024390243902439,42.0,158
35062,India,England,Mumbai,70,74,8,9.130434782608695,49.0,177
28134,Pakistan,South Africa,Abu Dhabi,113,8,4,6.053571428571429,42.0,120
49249,India,West Indies,Mumbai,79,64,9,8.464285714285714,46.0,192
26773,Pakistan,England,Cardiff,97,23,6,6.0,30.0,126
43268,England,South Africa,Cape Town,75,58,6,7.258064516129032,29.0,134
17647,India,South Africa,Durban,139,7,6,7.380530973451328,49.0,153
7057,South Africa,Sri Lanka,Centurion,137,24,8,8.5625,42.0,180
6760,Pakistan,South Africa,Centurion,74,67,8,8.377358490566039,31.0,168
12707,Sri Lanka,Pakistan,Lahore,34,89,7,6.580645161290323,30.0,147
19812,Australia,West Indies,London,40,77,7,5.5813953488372094,33.0,169
47455,Pakistan,India,Kolkata,105,23,6,6.494845360824742,46.0,118
11313,India,New Zealand,Wellington,129,23,4,7.979381443298969,41.0,165
34964,India,Sri Lanka,Pallekele,95,44,8,7.5,38.0,155
38046,Pakistan,South Africa,Dubai,58,42,5,4.461538461538462,26.0,98
26902,Pakistan,New Zealand,Dubai,134,17,5,7.805825242718447,36.0,161
39994,Australia,West Indies,Mirpur,75,67,7,8.49056603773585,40.0,178
23156,Pakistan,Sri Lanka,Colombo,58,76,8,7.909090909090909,32.0,172
38000,Pakistan,South Africa,Dubai,18,85,7,3.085714285714286,18.0,98
41892,South Africa,West Indies,Cape Town,108,38,7,7.902439024390244,44.0,165
4228,Pakistan,New Zealand,Mount Maunganui,135,17,6,7.864077669902913,38.0,181
26373,Bangladesh,New Zealand,Hamilton,43,72,5,5.375,25.0,78
39645,South Africa,New Zealand,Chittagong,82,44,7,6.473684210526316,34.0,170
13993,South Africa,England,Cape Town,69,55,7,6.369230769230769,25.0,191
29488,Sri Lanka,Australia,Pallekele,133,24,7,8.3125,51.0,198
35549,Pakistan,South Africa,Centurion,74,73,9,9.4468085106383,45.0,195
24137,Australia,Pakistan,St Lucia,65,69,8,7.647058823529412,33.0,191
25482,Pakistan,South Africa,St Lucia,18,90,7,3.6,18.0,148
49994,Pakistan,Bangladesh,Mirpur,54,43,6,4.207792207792208,26.0,129
1429,West Indies,Pakistan,Dubai,48,54,3,4.363636363636363,23.0,115
36885,India,Pakistan,Bangalore,88,46,9,7.135135135135135,37.0,133
5037,India,South Africa,Johannesburg,109,62,7,11.275862068965518,49.0,203
15627,West Indies,Bangladesh,Johannesburg,98,33,8,6.758620689655173,34.0,164
19334,South Africa,Australia,Centurion,66,65,8,7.2,41.0,156
42253,South Africa,West Indies,Durban,62,84,10,10.333333333333334,55.0,195
32695,New Zealand,England,Pallekele,106,24,6,6.625,42.0,148
32551,India,Australia,Colombo,85,42,5,6.538461538461538,25.0,140
9165,West Indies,India,Kolkata,63,30,3,4.2,14.0,109
8985,Pakistan,New Zealand,Dubai,29,86,9,5.117647058823529,28.0,166
48369,South Africa,West Indies,Nagpur,42,81,7,6.461538461538462,30.0,122
8860,New Zealand,Pakistan,Dubai,47,88,10,8.8125,38.0,153
40862,West Indies,Pakistan,Mirpur,40,80,8,6.0,30.0,166
17711,New Zealand,Pakistan,Cape Town,60,67,9,6.79245283018868,30.0,143
38382,New Zealand,West Indies,Auckland,55,82,9,8.68421052631579,48.0,189
31088,England,Pakistan,Abu Dhabi,99,17,5,5.766990291262136,27.0,129
42332,South Africa,West Indies,Durban,171,7,7,9.079646017699115,50.0,195
11789,England,Australia,Southampton,106,42,6,8.153846153846153,41.0,162
11674,India,West Indies,Lauderhill,117,35,8,8.258823529411766,44.0,167
42899,Australia,South Africa,Adelaide,63,62,7,6.517241379310345,24.0,144
25062,New Zealand,Pakistan,Barbados,107,15,4,6.114285714285714,30.0,133
33758,West Indies,Australia,Colombo,59,72,8,7.375,42.0,205
5094,India,South Africa,Johannesburg,188,8,5,10.071428571428571,38.0,203
24123,Australia,Pakistan,St Lucia,56,83,9,9.08108108108108,51.0,191
2609,West Indies,Pakistan,Barbados,105,6,3,5.526315789473684,44.0,111
22403,India,New Zealand,Christchurch,56,84,7,9.333333333333334,37.0,162
28611,Pakistan,New Zealand,Christchurch,125,25,6,7.894736842105263,33.0,183
18916,Australia,West Indies,Barbados,61,79,9,8.926829268292684,43.0,97
3149,West Indies,Pakistan,Trinidad,42,82,9,6.631578947368421,34.0,124
42667,England,Australia,Cardiff,92,44,8,7.263157894736842,52.0,182
16562,Pakistan,Sri Lanka,Johannesburg,33,90,8,6.6,33.0,189
26133,Pakistan,Australia,St Lucia,82,62,9,8.482758620689655,50.0,191
39407,Pakistan,Australia,Mirpur,145,28,7,9.456521739130435,52.0,191
25915,West Indies,Australia,St Lucia,85,32,1,5.795454545454546,25.0,105
27773,Australia,England,Melbourne,121,15,5,6.914285714285715,34.0,147
38952,New Zealand,Sri Lanka,Pallekele,138,3,4,7.076923076923077,45.0,142
25789,India,Sri Lanka,St Lucia,122,32,8,8.318181818181818,37.0,163
21452,Sri Lanka,New Zealand,Nottingham,87,52,8,7.676470588235294,34.0,158
40509,India,Australia,Mirpur,64,56,7,6.0,24.0,159
14722,Australia,England,Sydney,97,71,8,11.877551020408164,69.0,221
1811,New Zealand,Australia,Sydney,60,46,5,4.864864864864865,24.0,117
30782,Pakistan,England,Dubai,57,78,9,8.142857142857142,34.0,144
38264,Sri Lanka,Pakistan,Dubai,62,73,10,7.914893617021277,39.0,211
45421,Sri Lanka,England,Southampton,132,14,2,7.471698113207547,43.0,140
37469,West Indies,England,Barbados,56,84,10,9.333333333333334,37.0,170
5537,India,Sri Lanka,Colombo,73,64,8,7.821428571428571,45.0,174
22329,New Zealand,West Indies,Hamilton,145,37,7,10.481927710843374,48.0,191
41722,Bangladesh,Sri Lanka,Chittagong,42,84,6,7.0,39.0,120
47748,Bangladesh,Australia,Bangalore,27,86,8,4.764705882352941,25.0,156
21092,New Zealand,Pakistan,London,72,47,6,5.917808219178082,31.0,99
1050,India,England,Bangalore,79,59,8,7.770491803278689,39.0,202
2071,New Zealand,England,Wellington,121,38,8,8.853658536585366,50.0,196
3029,Pakistan,West Indies,Trinidad,45,79,8,6.585365853658536,33.0,137
16492,South Africa,England,Cape Town,91,37,6,6.578313253012048,35.0,154
15839,India,Pakistan,Durban,47,66,6,5.222222222222222,27.0,141
8081,New Zealand,India,Auckland,156,2,3,7.932203389830509,33.0,158
21441,Sri Lanka,New Zealand,Nottingham,78,63,8,8.210526315789474,39.0,158
7003,South Africa,Sri Lanka,Centurion,47,76,9,6.409090909090909,33.0,180
29736,Australia,India,Sydney,137,24,7,8.5625,52.0,171
36509,Sri Lanka,Australia,Melbourne,29,90,9,5.8,25.0,161
5069,India,South Africa,Johannesburg,156,30,6,10.4,46.0,203
16604,Pakistan,Sri Lanka,Johannesburg,88,49,7,7.436619718309859,51.0,189
14583,South Africa,Australia,Johannesburg,48,86,9,8.470588235294118,42.0,201
9141,West Indies,India,Kolkata,53,54,5,4.818181818181818,21.0,109
31347,India,Afghanistan,Colombo,133,9,6,7.1891891891891895,36.0,159
17089,New Zealand,South Africa,Durban,77,59,7,7.573770491803279,31.0,153
25793,India,Sri Lanka,St Lucia,130,29,8,8.571428571428571,38.0,163
16244,New Zealand,India,Johannesburg,112,31,5,7.550561797752809,35.0,190
38835,New Zealand,Bangladesh,Mirpur,204,0,5,10.115702479338845,52.0,204
35823,New Zealand,England,Hamilton,108,45,8,8.64,40.0,192
14280,South Africa,New Zealand,Johannesburg,118,18,3,6.941176470588236,19.0,133
10870,New Zealand,India,Auckland,50,92,10,10.714285714285714,50.0,203
43286,England,South Africa,Cape Town,82,40,4,6.15,14.0,134
42507,England,New Zealand,Manchester,67,78,9,9.571428571428571,50.0,191
10390,India,Bangladesh,Nagpur,146,16,5,8.423076923076923,51.0,174
25753,India,Sri Lanka,St Lucia,79,66,9,8.777777777777779,49.0,163
8686,Pakistan,Australia,Dubai,126,19,7,7.485148514851486,38.0,150
15987,New Zealand,Sri Lanka,Johannesburg,103,42,5,7.923076923076923,42.0,164
12075,England,Australia,Southampton,143,3,4,7.333333333333333,38.0,145
28814,Pakistan,South Africa,Abu Dhabi,56,70,7,6.72,26.0,119
19058,Australia,England,Manchester,132,8,6,7.071428571428571,49.0,145
12673,Sri Lanka,Pakistan,Lahore,182,1,4,9.176470588235292,47.0,182
11375,India,New Zealand,Mount Maunganui,53,83,9,8.594594594594595,45.0,163
24820,Australia,India,Barbados,183,4,6,9.46551724137931,38.0,184
16119,Bangladesh,South Africa,Cape Town,109,35,4,7.694117647058824,17.0,144
22190,New Zealand,West Indies,Auckland,89,50,7,7.628571428571429,35.0,155
14671,South Africa,Australia,Johannesburg,201,0,6,10.05,65.0,201
22606,Sri Lanka,India,Colombo,165,9,6,8.91891891891892,50.0,171
41538,Pakistan,South Africa,Cape Town,146,22,8,8.938775510204081,58.0,176
17617,India,South Africa,Durban,90,36,6,6.428571428571429,42.0,153
36569,Sri Lanka,Australia,Melbourne,100,31,7,6.741573033707865,44.0,161
2154,New Zealand,Australia,Auckland,68,82,10,10.736842105263158,49.0,243
12477,Sri Lanka,Pakistan,Lahore,76,73,10,9.702127659574469,50.0,165
29381,Australia,South Africa,Johannesburg,126,7,3,6.690265486725664,39.0,147
22290,New Zealand,West Indies,Hamilton,75,73,10,9.574468085106384,58.0,191
4526,India,New Zealand,Delhi,38,89,10,7.354838709677419,38.0,202
49703,Bangladesh,Sri Lanka,Mirpur,36,86,7,6.352941176470588,36.0,147
5035,India,South Africa,Johannesburg,108,64,8,11.571428571428571,56.0,203
24063,India,South Africa,St Lucia,128,22,7,7.836734693877551,45.0,186
32077,Bangladesh,Pakistan,Pallekele,133,29,7,8.76923076923077,42.0,175
335,New Zealand,Bangladesh,Mount Maunganui,145,36,7,10.357142857142858,70.0,195
48976,Sri Lanka,South Africa,Delhi,45,89,8,8.709677419354838,45.0,120
22735,England,South Africa,Johannesburg,185,5,4,9.652173913043478,44.0,202
40399,Pakistan,Bangladesh,Mirpur,112,41,7,8.50632911392405,45.0,190
20865,India,West Indies,London,91,31,6,6.134831460674158,37.0,153
5313,India,South Africa,Cape Town,120,34,7,8.372093023255815,42.0,172
37394,Australia,England,Sydney,124,37,7,8.963855421686747,50.0,195
21466,Sri Lanka,New Zealand,Nottingham,104,38,7,7.609756097560975,35.0,158
45888,Pakistan,New Zealand,Auckland,100,37,7,7.228915662650603,38.0,171
47433,Pakistan,India,Kolkata,66,44,7,5.2105263157894735,28.0,118
21294,England,West Indies,London,49,84,9,8.166666666666666,42.0,161
40097,Bangladesh,India,Mirpur,22,91,7,4.551724137931035,22.0,138
16340,Bangladesh,Australia,Cape Town,62,62,9,6.413793103448276,37.0,123
24124,Australia,Pakistan,St Lucia,56,82,9,8.842105263157896,50.0,191
38589,West Indies,New Zealand,Wellington,159,0,5,7.884297520661157,53.0,159
26037,Sri Lanka,England,St Lucia,87,29,6,5.736263736263736,30.0,128
7395,Australia,India,Sydney,77,58,7,7.451612903225806,32.0,164
22411,India,New Zealand,Christchurch,59,76,6,8.045454545454545,28.0,162
38440,New Zealand,West Indies,Auckland,138,25,5,8.715789473684211,50.0,189
49289,India,West Indies,Mumbai,131,25,8,8.273684210526316,41.0,192
73,Australia,Sri Lanka,Melbourne,89,47,8,7.315068493150685,36.0,168
11757,England,Australia,Southampton,64,74,9,8.347826086956522,33.0,162
30409,West Indies,England,London,52,82,9,8.210526315789474,47.0,125
4695,Sri Lanka,Pakistan,Abu Dhabi,72,42,3,5.538461538461538,22.0,102
24186,Australia,Pakistan,St Lucia,164,21,7,9.93939393939394,64.0,191
48388,South Africa,West Indies,Nagpur,51,62,5,5.275862068965517,17.0,122
3781,New Zealand,West Indies,Mount Maunganui,56,89,10,10.838709677419354,52.0,243
7888,Pakistan,England,Cardiff,70,65,8,7.636363636363637,43.0,173
40851,West Indies,Pakistan,Mirpur,32,91,8,6.620689655172414,32.0,166
22591,Sri Lanka,India,Colombo,136,23,7,8.412371134020619,49.0,171
23708,Australia,Pakistan,Melbourne,115,17,2,6.699029126213592,32.0,127
20689,Sri Lanka,Pakistan,London,67,81,10,10.307692307692308,46.0,150
14489,West Indies,New Zealand,Auckland,56,57,6,5.333333333333333,34.0,126
44194,Pakistan,Sri Lanka,Colombo,167,4,6,8.637931034482758,57.0,175
40776,Bangladesh,Australia,Mirpur,99,39,8,7.333333333333333,46.0,153
37356,Australia,England,Sydney,58,73,9,7.404255319148936,41.0,195
42272,South Africa,West Indies,Durban,92,65,10,10.036363636363635,53.0,195
5151,India,South Africa,Centurion,57,74,7,7.434782608695652,29.0,188
41296,India,Sri Lanka,Mirpur,116,17,8,6.757281553398058,37.0,130
43024,South Africa,Australia,Melbourne,51,60,7,5.1,22.0,101
21827,Sri Lanka,West Indies,London,80,43,7,6.233766233766234,30.0,158
43435,England,South Africa,Johannesburg,157,20,5,9.42,68.0,171
11060,New Zealand,India,Auckland,106,26,6,6.76595744680851,32.0,132
9238,Australia,Sri Lanka,Adelaide,61,79,10,8.926829268292684,41.0,233
