,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
38246,Sri Lanka,Pakistan,Dubai,49,91,10,10.137931034482758,49.0,211
29225,South Africa,Australia,Cape Town,86,35,7,6.070588235294117,29.0,146
49881,Sri Lanka,India,Mirpur,86,34,6,6.0,44.0,138
46594,South Africa,Sri Lanka,Johannesburg,103,21,3,6.242424242424242,29.0,113
2027,New Zealand,England,Wellington,54,80,9,8.1,41.0,196
36182,Pakistan,Australia,Dubai,81,50,9,6.942857142857143,41.0,151
1205,West Indies,India,Lauderhill,199,29,9,13.12087912087912,55.0,245
26973,Pakistan,New Zealand,Dubai,68,68,8,7.846153846153846,39.0,153
25021,New Zealand,Pakistan,Barbados,65,55,6,6.0,24.0,133
30524,West Indies,England,London,24,89,9,4.645161290322581,24.0,113
21612,South Africa,India,Nottingham,111,14,6,6.283018867924528,31.0,130
34841,West Indies,New Zealand,Lauderhill,96,45,8,7.68,37.0,177
39214,Sri Lanka,South Africa,Chittagong,42,93,8,9.333333333333334,42.0,165
39753,West Indies,Bangladesh,Mirpur,80,58,10,7.741935483870968,46.0,171
42713,England,Australia,Cardiff,182,0,5,9.1,45.0,182
28451,New Zealand,Pakistan,Hamilton,77,63,9,8.105263157894736,36.0,185
26483,New Zealand,Australia,Wellington,42,67,7,4.754716981132075,29.0,118
48536,New Zealand,Bangladesh,Kolkata,91,35,8,6.423529411764706,34.0,145
13122,Australia,India,Sydney,102,53,8,9.134328358208956,37.0,194
9366,Sri Lanka,Australia,Melbourne,48,75,8,6.4,32.0,142
43054,South Africa,Australia,Melbourne,71,30,6,4.733333333333333,20.0,101
35807,New Zealand,England,Hamilton,84,61,9,8.542372881355933,38.0,192
32948,South Africa,Australia,Colombo,109,16,5,6.288461538461538,32.0,146
44604,South Africa,Australia,Cape Town,68,84,9,11.333333333333334,57.0,178
22073,India,New Zealand,Wellington,93,42,6,7.153846153846154,34.0,149
43917,New Zealand,South Africa,Centurion,137,28,6,8.934782608695652,45.0,177
19113,South Africa,Bangladesh,Johannesburg,71,75,8,9.466666666666667,52.0,118
39216,Sri Lanka,South Africa,Chittagong,43,91,8,8.89655172413793,39.0,165
13298,Australia,India,Sydney,175,5,6,9.130434782608695,43.0,186
14788,Australia,England,Sydney,204,5,5,10.643478260869566,49.0,221
27751,Australia,England,Melbourne,94,37,5,6.795180722891566,23.0,147
6283,Bangladesh,India,Colombo,61,70,7,7.32,34.0,166
36105,Australia,Pakistan,Dubai,87,8,2,4.660714285714286,22.0,89
10341,India,Bangladesh,Nagpur,64,64,8,6.857142857142857,34.0,174
41477,Pakistan,South Africa,Cape Town,40,80,9,6.0,36.0,176
10091,South Africa,India,Chandigarh,55,72,9,6.875,31.0,149
11573,West Indies,India,Lauderhill,88,10,2,4.8,25.0,95
43888,New Zealand,South Africa,Centurion,93,56,8,8.71875,40.0,177
34703,West Indies,New Zealand,Lauderhill,85,52,9,7.5,40.0,209
23771,Afghanistan,India,St Lucia,40,67,7,4.528301886792453,18.0,115
40050,Australia,West Indies,Mirpur,152,13,4,8.523364485981308,42.0,178
8195,New Zealand,India,Hamilton,193,11,7,10.623853211009175,57.0,212
28364,Pakistan,New Zealand,Auckland,100,25,3,6.315789473684211,25.0,143
24733,Australia,India,Barbados,43,90,10,8.6,43.0,184
22608,Sri Lanka,India,Colombo,168,7,6,8.920353982300885,49.0,171
42756,New Zealand,Pakistan,Dubai,49,78,9,7.0,46.0,144
31088,England,Pakistan,Abu Dhabi,99,17,5,5.766990291262136,27.0,129
37621,England,West Indies,Barbados,69,53,7,6.17910447761194,37.0,152
34502,West Indies,Australia,Barbados,158,7,2,8.389380530973451,25.0,160
11511,West Indies,India,Lauderhill,37,71,5,4.530612244897959,15.0,95
17111,New Zealand,South Africa,Durban,97,37,6,7.0120481927710845,27.0,153
47939,New Zealand,Pakistan,Chandigarh,144,20,6,8.64,45.0,180
48757,Australia,India,Chandigarh,78,61,7,7.932203389830509,23.0,160
43375,England,South Africa,Johannesburg,59,76,9,8.045454545454545,49.0,171
27376,Pakistan,England,Dubai,71,45,6,5.68,39.0,129
45749,Sri Lanka,New Zealand,Auckland,69,52,5,6.088235294117647,30.0,142
15112,South Africa,India,Johannesburg,74,44,5,5.842105263157895,33.0,126
24180,Australia,Pakistan,St Lucia,149,26,8,9.51063829787234,55.0,191
49257,India,West Indies,Mumbai,89,57,9,8.476190476190476,35.0,192
21448,Sri Lanka,New Zealand,Nottingham,82,56,8,7.6875,31.0,158
48770,Australia,India,Chandigarh,91,50,7,7.8,26.0,160
47810,Bangladesh,Australia,Bangalore,107,25,5,6.757894736842105,40.0,156
49141,New Zealand,England,Delhi,99,48,8,8.25,43.0,153
45150,England,Pakistan,Dubai,95,36,6,6.785714285714286,33.0,160
15721,England,Australia,Cape Town,63,61,7,6.406779661016949,34.0,135
13927,South Africa,England,Cape Town,179,0,5,8.87603305785124,51.0,179
13018,Bangladesh,Pakistan,Lahore,87,30,6,5.8,29.0,136
30975,England,Pakistan,Dubai,137,8,3,7.339285714285714,33.0,150
7119,South Africa,Sri Lanka,Johannesburg,37,86,10,6.529411764705882,35.0,198
3854,New Zealand,West Indies,Mount Maunganui,203,19,8,12.05940594059406,66.0,243
27854,New Zealand,Sri Lanka,Lauderhill,58,55,7,5.3538461538461535,25.0,120
23313,New Zealand,Sri Lanka,Colombo,89,42,7,6.846153846153846,40.0,141
28345,Pakistan,New Zealand,Auckland,85,43,3,6.623376623376624,23.0,143
5545,India,Sri Lanka,Colombo,84,57,8,8.0,46.0,174
5894,Sri Lanka,India,Colombo,45,90,8,9.0,40.0,152
30958,England,Pakistan,Dubai,120,25,5,7.578947368421052,30.0,150
18331,Australia,India,Mumbai,101,45,8,8.08,38.0,166
9168,West Indies,India,Kolkata,68,27,3,4.387096774193548,18.0,109
38071,Pakistan,South Africa,Dubai,79,19,3,4.693069306930693,28.0,98
44402,Australia,South Africa,Durban,104,40,4,7.8,27.0,157
21557,South Africa,India,Nottingham,59,69,8,6.9411764705882355,24.0,130
40858,West Indies,Pakistan,Mirpur,39,84,8,6.5,34.0,166
34448,West Indies,Australia,Barbados,111,59,7,10.918032786885245,55.0,160
15874,India,Pakistan,Durban,95,32,5,6.4772727272727275,33.0,141
50206,Bangladesh,India,Mirpur,54,74,8,7.043478260869565,40.0,120
30846,Pakistan,England,Dubai,121,14,5,6.849056603773585,42.0,144
19743,England,West Indies,Trinidad,107,27,4,6.903225806451613,25.0,121
15980,New Zealand,Sri Lanka,Johannesburg,99,49,6,8.366197183098592,47.0,164
16314,Bangladesh,Australia,Cape Town,31,83,10,5.027027027027027,28.0,123
41523,Pakistan,South Africa,Cape Town,109,35,8,7.694117647058824,56.0,176
22606,Sri Lanka,India,Colombo,165,9,6,8.91891891891892,50.0,171
42818,New Zealand,Pakistan,Dubai,116,20,5,6.96,39.0,144
29613,Sri Lanka,Australia,Pallekele,131,22,5,8.020408163265307,34.0,157
37828,South Africa,Australia,Durban,43,90,9,8.6,43.0,80
33804,West Indies,Australia,Colombo,134,27,8,8.64516129032258,56.0,205
39670,South Africa,New Zealand,Chittagong,126,19,6,7.485148514851486,49.0,170
6298,Bangladesh,India,Colombo,71,55,6,6.553846153846154,31.0,166
36335,Australia,Pakistan,Dubai,151,19,6,8.970297029702971,39.0,168
32703,New Zealand,England,Pallekele,112,16,5,6.461538461538462,44.0,148
32574,India,Australia,Colombo,109,21,4,6.606060606060606,33.0,140
843,England,South Africa,Cardiff,160,18,7,9.411764705882353,44.0,181
16969,Sri Lanka,Bangladesh,Johannesburg,71,54,7,6.454545454545454,32.0,147
21799,Sri Lanka,West Indies,London,60,70,10,7.2,48.0,158
36352,Australia,Pakistan,Dubai,167,2,4,8.491525423728813,27.0,168
20327,South Africa,New Zealand,London,55,64,9,5.892857142857143,23.0,128
8800,Pakistan,New Zealand,Abu Dhabi,103,27,6,6.645161290322581,33.0,148
33618,Sri Lanka,Pakistan,Colombo,30,86,10,5.294117647058823,25.0,139
46105,New Zealand,Pakistan,Wellington,70,68,8,8.076923076923077,28.0,196
11185,India,New Zealand,Hamilton,132,23,7,8.164948453608247,35.0,179
6528,South Africa,Pakistan,Cape Town,115,49,9,9.71830985915493,54.0,192
33625,Sri Lanka,Pakistan,Colombo,40,79,10,5.853658536585366,28.0,139
13282,Australia,India,Sydney,149,20,8,8.94,47.0,186
3477,Afghanistan,West Indies,St Kitts,45,90,8,9.0,45.0,146
10104,South Africa,India,Chandigarh,79,59,9,7.770491803278689,45.0,149
22973,Australia,Pakistan,Dubai,105,14,2,5.943396226415095,20.0,108
22741,England,South Africa,Johannesburg,202,0,4,10.1,52.0,202
6938,Sri Lanka,South Africa,Cape Town,108,20,5,6.48,31.0,134
18562,West Indies,South Africa,Johannesburg,47,64,7,5.035714285714286,19.0,131
3038,Pakistan,West Indies,Trinidad,60,70,8,7.2,39.0,137
43810,New Zealand,South Africa,Durban,140,12,4,7.777777777777778,34.0,151
10746,New Zealand,England,Wellington,130,28,5,8.478260869565217,34.0,176
41428,South Africa,Pakistan,Johannesburg,139,9,4,7.513513513513513,36.0,153
3034,Pakistan,West Indies,Trinidad,54,74,8,7.043478260869565,36.0,137
14415,Sri Lanka,England,Southampton,154,8,3,8.25,37.0,163
33167,West Indies,New Zealand,Pallekele,96,48,6,8.0,32.0,139
12660,Sri Lanka,Pakistan,Lahore,155,12,4,8.61111111111111,44.0,182
4227,Pakistan,New Zealand,Mount Maunganui,134,18,6,7.882352941176471,39.0,181
4104,Pakistan,New Zealand,Auckland,170,16,8,9.807692307692308,50.0,201
8008,New Zealand,India,Auckland,54,68,6,6.230769230769231,29.0,158
3076,Pakistan,West Indies,Trinidad,104,33,6,7.172413793103448,32.0,137
22825,South Africa,England,Centurion,171,39,9,12.666666666666666,62.0,241
24762,Australia,India,Barbados,94,61,10,9.559322033898304,52.0,184
34840,West Indies,New Zealand,Lauderhill,90,46,8,7.297297297297297,37.0,177
15718,England,Australia,Cape Town,54,64,7,5.785714285714286,25.0,135
43050,South Africa,Australia,Melbourne,67,34,6,4.674418604651163,18.0,101
39752,West Indies,Bangladesh,Mirpur,74,59,10,7.278688524590164,40.0,171
27482,England,Pakistan,Dubai,65,60,9,6.5,39.0,148
33875,West Indies,Sri Lanka,Colombo,18,79,8,2.6341463414634148,17.0,137
5934,Sri Lanka,India,Colombo,109,53,7,9.761194029850746,54.0,152
44674,South Africa,Australia,Cape Town,149,15,7,8.514285714285714,41.0,178
1563,Pakistan,West Indies,Dubai,86,47,7,7.068493150684931,35.0,160
41149,South Africa,India,Mirpur,103,43,8,8.025974025974026,50.0,172
7921,Pakistan,England,Cardiff,124,34,8,8.651162790697674,48.0,173
544,South Africa,New Zealand,Auckland,70,72,9,8.75,54.0,185
26618,New Zealand,Australia,Christchurch,84,54,6,7.636363636363637,22.0,214
7256,Australia,India,Melbourne,42,75,6,5.6,23.0,132
27274,Sri Lanka,India,Chandigarh,167,24,5,10.4375,41.0,206
43855,New Zealand,South Africa,Centurion,52,87,9,9.454545454545455,47.0,177
15453,West Indies,South Africa,Johannesburg,76,75,10,10.133333333333333,53.0,205
20709,Sri Lanka,Pakistan,London,84,62,9,8.689655172413794,29.0,150
23167,Pakistan,Sri Lanka,Colombo,68,65,7,7.418181818181818,27.0,172
32177,New Zealand,Sri Lanka,Pallekele,92,50,9,7.885714285714286,41.0,174
17125,New Zealand,South Africa,Durban,130,24,6,8.125,49.0,153
43174,South Africa,Australia,Sydney,115,31,8,7.752808988764045,32.0,145
45259,England,Pakistan,Dubai,82,49,7,6.929577464788732,34.0,172
595,South Africa,New Zealand,Auckland,147,22,6,9.0,44.0,185
13118,Australia,India,Sydney,96,57,8,9.142857142857142,37.0,194
20493,Sri Lanka,West Indies,Nottingham,162,23,8,10.02061855670103,45.0,192
46561,South Africa,Sri Lanka,Johannesburg,72,53,5,6.447761194029851,29.0,113
50191,Bangladesh,India,Mirpur,31,88,8,5.8125,31.0,120
44320,Sri Lanka,Pakistan,Colombo,172,1,4,8.672268907563025,59.0,172
17509,Bangladesh,Pakistan,Cape Town,128,22,3,7.836734693877551,41.0,140
46019,Pakistan,New Zealand,Hamilton,110,31,7,7.415730337078652,50.0,168
48072,England,Afghanistan,Delhi,115,10,3,6.2727272727272725,39.0,142
22596,Sri Lanka,India,Colombo,152,18,7,8.941176470588236,56.0,171
5179,India,South Africa,Centurion,101,46,6,8.18918918918919,45.0,188
37340,Australia,England,Sydney,27,89,10,5.225806451612903,27.0,195
44037,Pakistan,Bangladesh,Mirpur,97,34,7,6.767441860465116,45.0,141
22304,New Zealand,West Indies,Hamilton,106,60,10,10.6,56.0,191
47918,New Zealand,Pakistan,Chandigarh,116,40,8,8.7,43.0,180
9418,Sri Lanka,Australia,Melbourne,110,23,5,6.804123711340206,39.0,142
3100,Pakistan,West Indies,Trinidad,130,10,4,7.090909090909091,35.0,137
10923,New Zealand,India,Auckland,121,42,7,9.307692307692308,40.0,203
38513,West Indies,New Zealand,Wellington,53,72,8,6.625,37.0,159
47647,Sri Lanka,West Indies,Bangalore,51,62,5,5.275862068965517,19.0,122
26505,New Zealand,Australia,Wellington,61,45,6,4.88,25.0,118
42578,England,New Zealand,Manchester,169,9,3,9.135135135135135,57.0,191
39483,West Indies,India,Mirpur,38,76,10,5.181818181818182,33.0,129
38995,Afghanistan,Bangladesh,Mirpur,36,83,6,5.837837837837838,28.0,72
32307,West Indies,England,Pallekele,116,44,9,9.157894736842104,50.0,179
30581,West Indies,England,London,64,32,6,4.363636363636363,20.0,113
8399,Pakistan,Australia,Abu Dhabi,79,58,9,7.645161290322581,36.0,155
48732,Australia,India,Chandigarh,58,85,9,9.942857142857143,53.0,160
46581,South Africa,Sri Lanka,Johannesburg,90,34,3,6.27906976744186,25.0,113
11663,India,West Indies,Lauderhill,104,46,9,8.432432432432432,39.0,167
7070,South Africa,Sri Lanka,Centurion,151,12,7,8.38888888888889,39.0,180
41117,South Africa,India,Mirpur,52,73,8,6.638297872340425,35.0,172
33417,Pakistan,Australia,Colombo,88,43,8,6.857142857142857,48.0,149
10455,India,West Indies,Mumbai,102,71,10,12.489795918367347,70.0,240
29354,Australia,South Africa,Johannesburg,92,33,5,6.344827586206897,39.0,147
17332,Sri Lanka,Australia,Cape Town,35,71,5,4.285714285714286,23.0,101
4779,Sri Lanka,Pakistan,Abu Dhabi,51,70,9,6.12,31.0,124
36780,West Indies,Bangladesh,Mirpur,122,31,6,8.224719101123595,41.0,197
16739,New Zealand,England,Durban,96,39,5,7.111111111111111,58.0,164
8828,Pakistan,New Zealand,Abu Dhabi,148,0,4,7.4,47.0,148
48636,England,Sri Lanka,Delhi,69,55,8,6.369230769230769,35.0,171
31046,England,Pakistan,Abu Dhabi,63,57,7,6.0,26.0,129
23405,New Zealand,Sri Lanka,Colombo,63,73,10,8.042553191489361,42.0,170
21439,Sri Lanka,New Zealand,Nottingham,75,65,8,8.181818181818182,40.0,158
3993,Pakistan,New Zealand,Wellington,105,3,1,5.384615384615385,43.0,105
40914,West Indies,Pakistan,Mirpur,84,30,5,5.6,23.0,166
38548,West Indies,New Zealand,Wellington,91,38,6,6.658536585365853,28.0,159
44102,Pakistan,Sri Lanka,Colombo,34,92,9,7.285714285714286,34.0,175
40912,West Indies,Pakistan,Mirpur,84,32,5,5.7272727272727275,23.0,166
12389,Pakistan,England,Manchester,130,35,8,9.176470588235293,49.0,190
28476,New Zealand,Pakistan,Hamilton,100,38,7,7.317073170731708,33.0,185
41349,South Africa,Pakistan,Johannesburg,59,86,10,10.411764705882353,50.0,153
34462,West Indies,Australia,Barbados,120,47,6,9.863013698630137,41.0,160
15272,West Indies,England,London,199,11,5,10.954128440366972,66.0,208
36278,Australia,Pakistan,Dubai,57,76,10,7.7727272727272725,42.0,168
34122,South Africa,England,Manchester,50,78,5,7.142857142857143,30.0,77
46275,Sri Lanka,West Indies,Pallekele,146,25,8,9.221052631578948,47.0,215
12529,Sri Lanka,Pakistan,Lahore,137,21,7,8.303030303030303,39.0,165
33874,West Indies,Sri Lanka,Colombo,17,80,8,2.55,16.0,137
34969,India,Sri Lanka,Pallekele,107,40,8,8.025,43.0,155
17852,India,Australia,Durban,88,48,8,7.333333333333333,49.0,188
4581,India,New Zealand,Delhi,125,36,10,8.928571428571429,51.0,202
48643,England,Sri Lanka,Delhi,81,48,8,6.75,34.0,171
8324,New Zealand,Sri Lanka,Auckland,156,12,3,8.666666666666666,64.0,179
29507,Sri Lanka,Australia,Pallekele,177,7,7,9.398230088495575,68.0,198
5065,India,South Africa,Johannesburg,150,34,7,10.465116279069768,42.0,203
8875,New Zealand,Pakistan,Dubai,60,75,8,8.0,32.0,153
38264,Sri Lanka,Pakistan,Dubai,62,73,10,7.914893617021277,39.0,211
25188,England,South Africa,Barbados,144,16,5,8.307692307692308,44.0,168
14042,South Africa,England,Cape Town,159,7,7,8.442477876106194,61.0,191
32777,West Indies,Sri Lanka,Pallekele,49,63,8,5.157894736842105,33.0,129
3267,Afghanistan,West Indies,St Kitts,28,85,7,4.8,22.0,110
47643,Sri Lanka,West Indies,Bangalore,49,66,5,5.444444444444445,19.0,122
50432,Sri Lanka,Australia,Colombo,61,63,6,6.421052631578948,27.0,128
47312,South Africa,England,Mumbai,139,42,7,10.692307692307692,39.0,229
10576,New Zealand,England,Christchurch,51,76,8,6.954545454545454,46.0,153
39764,West Indies,Bangladesh,Mirpur,98,47,8,8.054794520547945,54.0,171
43796,New Zealand,South Africa,Durban,126,26,5,8.042553191489361,31.0,151
45729,Sri Lanka,New Zealand,Auckland,43,71,7,5.26530612244898,25.0,142
23910,Pakistan,Bangladesh,St Lucia,99,51,10,8.608695652173912,50.0,172
49892,Sri Lanka,India,Mirpur,100,23,5,6.185567010309279,41.0,138
25041,New Zealand,Pakistan,Barbados,88,36,6,6.285714285714286,30.0,133
18669,England,New Zealand,Auckland,65,79,7,9.512195121951219,53.0,184
27165,Sri Lanka,India,Nagpur,208,2,6,10.576271186440678,67.0,215
9040,Pakistan,New Zealand,Dubai,111,31,9,7.48314606741573,45.0,166
25390,Australia,Sri Lanka,Barbados,65,60,6,6.5,34.0,168
4314,England,India,Manchester,95,52,9,8.382352941176471,40.0,159
7068,South Africa,Sri Lanka,Centurion,149,14,7,8.433962264150944,38.0,180
27760,Australia,England,Melbourne,105,28,5,6.8478260869565215,31.0,147
40296,South Africa,England,Chittagong,141,18,7,8.294117647058824,43.0,196
31165,West Indies,Bangladesh,Mirpur,62,63,8,6.526315789473684,37.0,132
37827,South Africa,Australia,Durban,41,91,9,8.482758620689655,41.0,80
7448,Australia,India,Sydney,145,8,4,7.767857142857143,46.0,164
46593,South Africa,Sri Lanka,Johannesburg,102,22,3,6.244897959183674,28.0,113
34874,West Indies,New Zealand,Lauderhill,149,13,6,8.355140186915888,43.0,177
41297,India,Sri Lanka,Mirpur,116,16,8,6.6923076923076925,36.0,130
3027,Pakistan,West Indies,Trinidad,45,81,8,6.923076923076923,39.0,137
32552,India,Australia,Colombo,85,41,5,6.455696202531645,25.0,140
2903,Bangladesh,Sri Lanka,Colombo,68,83,10,11.027027027027026,61.0,176
4938,Pakistan,Sri Lanka,Lahore,104,35,8,7.341176470588235,38.0,180
40065,Australia,West Indies,Mirpur,173,0,2,8.578512396694215,43.0,178
20345,South Africa,New Zealand,London,65,46,7,5.27027027027027,16.0,128
2715,Pakistan,West Indies,Trinidad,95,21,2,5.757575757575758,32.0,132
35207,New Zealand,England,London,113,53,9,10.119402985074627,55.0,201
12780,Sri Lanka,Pakistan,Lahore,121,20,6,7.26,33.0,147
32152,New Zealand,Sri Lanka,Pallekele,57,75,9,7.6,45.0,174
21605,South Africa,India,Nottingham,103,21,7,6.242424242424242,30.0,130
8167,New Zealand,India,Hamilton,139,37,8,10.048192771084338,52.0,212
10476,India,West Indies,Mumbai,134,52,10,11.823529411764707,55.0,240
35562,Pakistan,South Africa,Centurion,99,60,9,9.9,63.0,195
40443,Pakistan,Bangladesh,Mirpur,190,0,5,9.5,55.0,190
38156,Sri Lanka,Pakistan,Dubai,62,58,7,6.0,26.0,145
34587,South Africa,India,Johannesburg,116,42,9,8.923076923076923,42.0,219
4319,England,India,Manchester,101,47,8,8.301369863013699,41.0,159
42637,England,Australia,Cardiff,40,74,8,5.217391304347826,25.0,182
903,India,England,Nagpur,53,79,9,7.7560975609756095,43.0,144
13116,Australia,India,Sydney,95,59,8,9.344262295081966,40.0,194
23273,New Zealand,Sri Lanka,Colombo,44,81,8,6.769230769230769,32.0,141
45616,New Zealand,Sri Lanka,Mount Maunganui,91,63,10,9.578947368421053,42.0,182
24435,Australia,Bangladesh,Barbados,110,17,4,6.407766990291262,46.0,141
27082,Sri Lanka,India,Nagpur,43,85,10,7.371428571428571,34.0,215
38769,New Zealand,Bangladesh,Mirpur,84,62,8,8.689655172413794,34.0,204
36684,New Zealand,Sri Lanka,Pallekele,68,40,3,5.1,44.0,74
5281,India,South Africa,Cape Town,75,66,9,8.333333333333334,36.0,172
36308,Australia,Pakistan,Dubai,114,46,8,9.243243243243244,57.0,168
34925,India,Sri Lanka,Pallekele,50,83,9,8.108108108108109,43.0,155
37911,South Africa,Australia,Centurion,69,52,6,6.088235294117647,33.0,128
19701,England,West Indies,Trinidad,66,67,8,7.471698113207547,38.0,121
35676,England,New Zealand,Auckland,91,70,8,10.92,66.0,214
19140,South Africa,Bangladesh,Johannesburg,108,48,6,9.0,42.0,118
14839,New Zealand,Sri Lanka,Wellington,81,74,9,10.565217391304348,50.0,162
42816,New Zealand,Pakistan,Dubai,116,22,6,7.1020408163265305,44.0,144
7628,Bangladesh,West Indies,Lauderhill,48,76,8,6.545454545454546,35.0,171
3306,Afghanistan,West Indies,St Kitts,52,47,3,4.273972602739726,16.0,110
25786,India,Sri Lanka,St Lucia,120,35,8,8.470588235294118,38.0,163
33406,Pakistan,Australia,Colombo,70,54,8,6.363636363636363,39.0,149
47098,Pakistan,Bangladesh,Kolkata,181,10,6,9.872727272727273,60.0,201
50314,Australia,Sri Lanka,Pallekele,111,59,9,10.918032786885245,52.0,263
27025,Pakistan,New Zealand,Dubai,125,20,5,7.5,35.0,153
9762,South Africa,England,Centurion,183,17,6,10.660194174757281,54.0,222
8455,Pakistan,Australia,Abu Dhabi,153,2,2,7.779661016949152,43.0,155
3494,Afghanistan,West Indies,St Kitts,53,73,8,6.76595744680851,26.0,146
16515,South Africa,England,Cape Town,115,15,4,6.571428571428571,27.0,154
694,South Africa,England,Southampton,77,44,7,6.078947368421052,25.0,142
14146,England,Australia,Southampton,125,29,5,8.241758241758241,31.0,179
29299,Australia,South Africa,Johannesburg,27,86,8,4.764705882352941,24.0,147
8021,New Zealand,India,Auckland,77,56,6,7.21875,34.0,158
13773,Pakistan,New Zealand,Hamilton,112,28,6,7.304347826086956,45.0,163
14040,South Africa,England,Cape Town,158,9,7,8.54054054054054,62.0,191
27762,Australia,England,Melbourne,107,26,5,6.829787234042553,31.0,147
14972,Sri Lanka,New Zealand,Auckland,52,69,5,6.117647058823529,26.0,115
30312,India,England,Kolkata,66,57,7,6.285714285714286,39.0,120
44771,India,Australia,Adelaide,106,42,8,8.153846153846153,39.0,188
47093,Pakistan,Bangladesh,Kolkata,175,15,7,10.0,60.0,201
35832,New Zealand,England,Hamilton,124,36,8,8.857142857142858,48.0,192
49527,India,Bangladesh,Mirpur,97,31,6,6.53932584269663,46.0,166
47512,South Africa,Afghanistan,Mumbai,76,74,9,9.91304347826087,51.0,209
1427,West Indies,Pakistan,Dubai,47,56,4,4.40625,23.0,115
10702,New Zealand,England,Wellington,70,72,8,8.75,46.0,176
17586,India,South Africa,Durban,48,66,7,5.333333333333333,19.0,153
19142,South Africa,Bangladesh,Johannesburg,110,46,6,8.91891891891892,39.0,118
47539,South Africa,Afghanistan,Mumbai,103,47,7,8.465753424657533,34.0,209
20935,South Africa,West Indies,London,55,82,9,8.68421052631579,53.0,183
18926,Australia,West Indies,Barbados,72,69,7,8.470588235294118,35.0,97
7548,Bangladesh,West Indies,St Kitts,116,34,4,8.093023255813954,26.0,143
34602,South Africa,India,Johannesburg,144,27,8,9.290322580645162,53.0,219
42498,England,New Zealand,Manchester,58,87,9,10.545454545454545,57.0,191
40728,Bangladesh,Australia,Mirpur,21,87,8,3.8181818181818183,20.0,153
2701,Pakistan,West Indies,Trinidad,83,34,6,5.790697674418604,38.0,132
36720,West Indies,Bangladesh,Mirpur,35,88,8,6.5625,33.0,197
46973,England,West Indies,Mumbai,152,13,6,8.523364485981308,49.0,182
35427,New Zealand,South Africa,Durban,27,82,6,4.2631578947368425,19.0,86
28681,India,England,Manchester,57,76,9,7.7727272727272725,39.0,165
30445,West Indies,England,London,79,46,8,6.405405405405405,23.0,125
17186,India,England,Durban,32,90,10,6.4,30.0,218
25940,West Indies,Australia,St Lucia,99,9,1,5.351351351351352,17.0,105
13379,West Indies,New Zealand,Auckland,114,53,5,10.208955223880597,51.0,180
17616,India,South Africa,Durban,86,37,6,6.216867469879518,38.0,153
48892,Afghanistan,West Indies,Nagpur,55,51,6,4.782608695652174,20.0,123
27364,Pakistan,England,Dubai,54,57,6,5.142857142857143,31.0,129
47086,Pakistan,Bangladesh,Kolkata,159,22,8,9.73469387755102,55.0,201
40156,Bangladesh,India,Mirpur,86,32,5,5.863636363636363,31.0,138
16522,South Africa,England,Cape Town,137,8,3,7.339285714285714,46.0,154
3093,Pakistan,West Indies,Trinidad,124,17,5,7.223300970873787,32.0,137
5286,India,South Africa,Cape Town,80,61,8,8.135593220338983,34.0,172
41479,Pakistan,South Africa,Cape Town,42,78,9,6.0,38.0,176
30230,South Africa,New Zealand,Auckland,138,18,3,8.117647058823529,29.0,165
44352,Australia,South Africa,Durban,54,90,9,10.8,52.0,157
23099,Bangladesh,West Indies,St Kitts,103,11,2,5.669724770642202,25.0,118
43164,South Africa,Australia,Sydney,104,41,8,7.89873417721519,36.0,145
25012,New Zealand,Pakistan,Barbados,58,64,6,6.214285714285714,22.0,133
14345,Sri Lanka,England,Southampton,73,76,10,9.954545454545455,48.0,163
49917,Sri Lanka,India,Mirpur,138,0,1,6.9,44.0,138
6524,South Africa,Pakistan,Cape Town,109,53,9,9.761194029850746,59.0,192
15529,West Indies,South Africa,Johannesburg,193,7,5,10.247787610619469,40.0,205
37906,South Africa,Australia,Centurion,67,57,7,6.380952380952381,33.0,128
43001,South Africa,Australia,Melbourne,40,83,8,6.486486486486487,31.0,101
33384,Pakistan,Australia,Colombo,39,76,8,5.318181818181818,31.0,149
21495,Sri Lanka,New Zealand,Nottingham,141,10,6,7.6909090909090905,43.0,158
27494,England,Pakistan,Dubai,82,48,9,6.833333333333333,40.0,148
10394,India,Bangladesh,Nagpur,157,12,5,8.722222222222221,59.0,174
50251,Bangladesh,India,Mirpur,120,30,5,8.0,52.0,120
40238,South Africa,England,Chittagong,64,74,10,8.347826086956522,36.0,196
12170,England,Pakistan,Manchester,122,29,5,8.043956043956044,42.0,131
37233,England,Australia,Melbourne,60,71,6,7.346938775510204,36.0,130
2167,New Zealand,Australia,Auckland,92,69,10,10.823529411764707,54.0,243
13470,New Zealand,West Indies,Mount Maunganui,75,64,8,8.035714285714286,45.0,238
5293,India,South Africa,Cape Town,85,54,8,7.7272727272727275,28.0,172
45431,Sri Lanka,England,Southampton,140,4,2,7.241379310344827,34.0,140
11904,Australia,England,Southampton,79,48,6,6.583333333333333,38.0,157
35239,New Zealand,England,London,162,24,7,10.125,47.0,201
13048,Bangladesh,Pakistan,Lahore,130,3,4,6.666666666666667,43.0,136
34543,South Africa,India,Johannesburg,51,86,9,9.0,38.0,219
17025,Sri Lanka,Bangladesh,Johannesburg,147,0,5,7.289256198347108,49.0,147
